timestamp,symbol,last_price,put_call_ratio,call_volume,put_volume,opt_volume,av_option_volume,opt_vol_expansion_ratio,market_regime,is_coiling,dist_to_200dma,contraction_mean,contraction_median,triangle_flag,high_slope,low_slope,leap_volume_skews,dominant_expiry_by_vol,dominant_expiry_by_oi,atm_oi_depth,leap_oi_skews,insider_conviction_score,cfo_involved,debt_reduction_pct,catalyst_flag,catalyst_type,catalyst_confidence,has_activist_pressure
2026-06-18,VGLT,55.3,0.0,2174,2,2176,69,31.54,Accumulation Base,1,-0.01372247102553418,0.431733960936002,0.5145229742375527,0,-0.08152820512820619,-0.08508376068376051,43.0,20260821,20260821,1228,2.17,0.0,0,0.0,0,None,0.0,0
2026-06-18,UDN,17.92,0.0,3040,1,3041,178,17.08,Bearish/Distribution,0,-0.025665980681870478,0.569339878322694,0.6570371117177033,0,-0.006601709401710053,-0.007675213675213747,3034.0,20261218,20260918,21329,5331.25,0.0,0,0.0,0,None,0.0,0
2026-06-18,REI,1.13,0.0,4106,7,4113,990,4.15,Bearish/Distribution,0,-0.0424786699524768,1.1252342987158113,1.261805705689238,0,0.0228973675213675,0.017196034188034164,1097.0,20270115,20260918,76207,45.61,0.467,1,0.0,0,None,0.0,0
2026-06-18,TRVI,17.45,0.0,16739,9,16748,585,28.63,Bullish Trend,0,0.45557883786281134,0.5648381028844777,0.6047250156954186,0,0.18149230769230765,0.15160300854700837,1051.0,20261016,20261016,1343,267.6,0.0,0,0.0,0,None,0.0,0
2026-06-18,AIOT,3.96,0.0,1411,2,1413,558,2.53,Bearish/Distribution,0,-0.09236031927023941,1.1465471525661688,1.1746428541854457,0,-0.08074068376068377,-0.08121476923076937,557.0,20270115,20261016,3808,57.58,0.0,0,0.0,0,None,0.0,0
2026-06-18,TOI,5.24,0.0,1103,4,1107,616,1.8,Bullish Trend,0,0.47422557613211963,0.511916387974036,0.5846928910375384,0,0.06478536752136753,0.05916752136752137,525.0,20260821,20261120,35103,13.59,0.172,1,0.0,0,None,0.0,0
2026-06-18,LTH,37.0499,0.0,7884,22,7906,134,59.0,Bullish Trend,0,0.3164204915183229,0.5927183014559079,0.6469877398680336,0,0.2744341880341874,0.20801025641025686,357.0,20261016,20261016,1010,7.86,-1223.084,1,0.0,0,None,0.0,0
2026-06-18,ALIT,0.5619,0.0,3446,13,3459,1251,2.76,Bearish/Distribution,0,-0.6669499620403704,3.6968808557349275,4.356325092340436,0,-0.04823562393162393,-0.04776112820512822,196.0,20270115,20270115,63005,1.78,0.0,1,0.0,0,None,0.0,0
2026-06-18,SANA,3.15,0.0,1859,1,1860,374,4.97,Bearish/Distribution,0,-0.17856444357520052,0.6609873817354135,0.7200388300643894,0,-0.07482717948717962,-0.0665367521367522,122.0,20270115,20270115,10977,8.66,0.0,0,0.0,0,None,0.0,0
2026-06-18,PRTH,7.2454,0.0,1084,1,1085,12,90.42,Bullish Trend,0,0.20711135055052357,0.8097419246251818,0.8680835100274292,0,0.023530598290598212,0.008085811965811738,74.0,20270115,20261016,1600,0.14,0.0,0,0.0,0,None,0.0,0
2026-06-18,INO,1.1102,0.0,3078,8,3086,509,6.06,Bearish/Distribution,0,-0.3757086266989544,0.7403951210211792,0.7535608949103745,0,-0.029208888888888913,-0.029329914529914576,67.0,20260918,20261218,18166,41.05,0.0,1,0.0,0,None,0.0,0
2026-06-18,AESI,15.83,0.0,1725,8,1733,442,3.92,Bullish Trend,0,0.3060461066523699,1.4163882624790112,1.4640735791342188,0,0.38770940170940144,0.3399418803418801,51.0,20261016,20261218,5180,11.79,0.0,1,0.0,1,Management Alignment,0.458,0
2026-06-18,CXW,28.38,0.0,13718,60,13778,10818,1.27,Bullish Trend,0,0.46944046859388755,0.6810839187458809,0.7340343373073271,0,0.2228683760683755,0.18183931623931587,30.28,20260821,20260918,6085,303.25,-0.547,0,0.0,0,None,0.0,0
2026-06-18,CHD,96.0,0.0,1059,3,1062,153,6.94,Bullish Trend,0,0.03988264756318602,1.2582382147655686,1.355136680300269,0,0.27495384615384494,0.26368547008546855,30.0,20261016,20260821,859,1.44,-6.313,1,0.0,0,None,0.0,0
2026-06-18,HXL,97.63,0.0,1400,3,1403,330,4.25,Bullish Trend,0,0.23206965111972191,1.3415365486404762,1.3852991927648004,0,0.6254700854700854,0.48553504273504156,17.0,20260918,20261218,1740,4.49,0.0,0,0.0,0,None,0.0,0
2026-06-18,TREX,47.13,0.0,3502,15,3517,431,8.16,Bullish Trend,0,0.1212885420631901,1.1779211109864758,1.3250625649681025,0,0.12869743589743524,0.04919316239316151,16.0,20261016,20261218,571,30.72,0.0,0,0.0,0,None,0.0,0
2026-06-18,RZLT,5.04,0.0,3506,18,3524,179,19.69,Bearish/Distribution,0,-0.03747980768769848,2.0225442329277663,2.0192832059689607,0,0.048624957264957254,0.050660444444444425,15.0,20270115,20270115,1500,3.46,0.005,1,0.0,0,None,0.0,0
