timestamp,symbol,last_price,put_call_ratio,call_volume,put_volume,opt_volume,av_option_volume,opt_vol_expansion_ratio,market_regime,is_coiling,dist_to_200dma,contraction_mean,contraction_median,triangle_flag,high_slope,low_slope,leap_volume_skews,dominant_expiry_by_vol,dominant_expiry_by_oi,atm_oi_depth,leap_oi_skews,insider_conviction_score,cfo_involved,debt_reduction_pct,catalyst_flag,catalyst_type,catalyst_confidence,has_activist_pressure
2026-06-10,DCTH,11.19,0.0,1484,1,1485,168,8.84,Bullish Trend,1,0.09494943564603484,0.4471205806159215,0.43235247382663955,0,0.05196923076923061,0.040847863247863214,6.0,20260821,20260821,4099,1.28,0.0,0,0.0,0,None,0.0,0
2026-06-10,GO,9.23,0.0,5825,32,5857,363,16.13,Bearish/Distribution,0,-0.14760147601476012,1.9474974725604135,1.9078412264529958,0,-0.1033299145299148,-0.10663247863247886,5648.0,20261016,20261016,16460,42.32,0.949,1,0.0,0,None,0.0,0
2026-06-10,SGHC,13.72,0.0,32578,160,32738,10228,3.2,Bullish Trend,0,0.17947439457373002,0.7732148319931047,0.9417886301766367,0,0.1193025641025641,0.10459829059829034,5535.0,20261016,20261218,153,9.2,-4.213,1,0.0,0,None,0.0,0
2026-06-10,KPTI,8.93,0.0,1105,1,1106,578,1.91,Bullish Trend,0,0.2628135374720164,0.7531313201589586,0.7503767430302727,0,0.07501538461538444,0.06726495726495714,1060.0,20260821,20260821,20217,34.1,-0.04,1,0.0,0,None,0.0,0
2026-06-10,PBR A,16.09,0.0,1245,2,1247,1,1247.0,Bullish Trend,0,0.13235697747250047,1.6327618206725774,1.8750217885452345,0,0.32415370940170923,0.30286762393162353,448.0,20270115,20270115,100279,3.19,0.0,0,0.0,0,None,0.0,0
2026-06-10,PRGO,11.18,0.0,3574,2,3576,2675,1.34,Bearish/Distribution,0,-0.2518920367021633,2.703649531913182,3.078227730647883,0,-0.15965811965811985,-0.16779487179487182,290.0,20261120,20260821,20927,1.7,0.0,1,0.0,1,Restructuring,0.25,0
2026-06-10,IJH,73.5401,0.0,7148,2,7150,219,32.65,Bullish Trend,0,0.07623514970847396,0.8124775333890467,0.8462846879491138,0,0.26808888888888843,0.2414051282051272,53.0,20260821,20260821,607,302.5,0.0,0,0.0,0,None,0.0,0
2026-06-10,SKT,39.6,0.0,2067,8,2075,41,50.61,Bullish Trend,0,0.1496772339230267,0.5324591936485371,0.5573945734053499,0,0.15280341880341808,0.14041025641025612,36.0,20261218,20261218,391,194.5,-0.386,0,0.0,0,None,0.0,0
2026-06-10,XERS,6.71,0.0,1223,5,1228,193,6.36,Bearish/Distribution,0,-0.05117101193106501,0.689492020481029,0.7840957838992769,0,-0.07002010256410285,-0.058281811965811975,29.2,20270115,20261016,2265,6.19,-0.851,0,0.0,0,None,0.0,0
2026-06-10,QUIK,19.16,0.0,1056,1,1057,381,2.77,Bullish Trend,0,1.0915032679738563,1.5367316212162565,1.6095921306861742,0,0.6974735042735043,0.5577333333333333,10.0,20260821,20261120,503,9.7,-1.219,0,0.0,1,Management Alignment,0.319,0
2026-06-10,OOMA,17.53,0.0,6430,11,6441,393,16.39,Bullish Trend,0,0.31970714998212035,1.0096006539567097,1.1281701594072346,0,0.3682051282051282,0.3025264957264956,6.0,20270115,20261016,258,20.5,-0.692,1,0.0,0,None,0.0,0
2026-06-10,HPP,15.06,0.0,40041,26,40067,3655,10.96,Bullish Trend,0,0.2451168847274757,1.8915079929592986,1.8983862721458529,0,0.08746290598290579,0.060805128205128164,5.0,20260918,20260918,2253,0.42,0.019,0,0.0,0,None,0.0,0
2026-06-10,REPX,35.89,0.0,3115,19,3134,57,54.98,Bullish Trend,0,0.19179062473538372,0.7726759265153058,0.7551153939869071,0,0.5694188034188026,0.4629880341880333,4.5,20260918,20260918,1606,7.92,-0.67,1,0.0,0,None,0.0,0
2026-06-10,MUX,17.26,0.0,6254,34,6288,382,16.46,Bearish/Distribution,0,-0.15512022067536632,1.0477173618923892,1.2987931606638141,0,-0.005223931623932232,-0.03727179487179547,2.0,20270115,20270115,5377,0.71,0.018,1,0.0,0,None,0.0,0
2026-06-10,RVLV,20.35,0.0,3138,2,3140,56,56.07,Bearish/Distribution,0,-0.15735513029939766,0.8987973202548311,0.9425422979387307,0,-0.4222017094017101,-0.44083760683760687,1.0,20261218,20260918,295,0.57,-8.201,0,0.0,0,None,0.0,0
2026-06-10,CDP,34.19,0.0,1003,1,1004,264,3.8,Bullish Trend,0,0.1240480194365951,0.846548635225953,0.9405656395951545,0,0.14741880341880323,0.1428683760683761,0.0,None,20260918,126,2.07,-1.043,0,0.0,1,Management Alignment,0.364,0
2026-06-10,ANVS,1.7107,0.0,2313,4,2317,1801,1.29,Bearish/Distribution,0,-0.3342107300456763,1.14472896475055,1.330336688014226,0,-0.07811613675213677,-0.07059928205128206,0.0,None,None,0,0.0,0.477,0,0.0,0,None,0.0,0
2026-06-10,STEX,0.9416,0.0,1681,7,1688,1562,1.08,Bearish/Distribution,0,-0.708901120686455,0.5967066709964649,0.703636901135743,0,-0.1364894700854702,-0.11435699145299147,0.0,None,20261016,1322,6.43,0.195,1,0.0,0,None,0.0,0
