timestamp,symbol,last_price,put_call_ratio,call_volume,put_volume,opt_volume,av_option_volume,opt_vol_expansion_ratio,market_regime,is_coiling,dist_to_200dma,contraction_mean,contraction_median,triangle_flag,high_slope,low_slope,leap_volume_skews,dominant_expiry,atm_oi_depth,insider_conviction_score,cfo_involved,debt_reduction_pct,catalyst_flag,catalyst_type,catalyst_confidence,has_activist_pressure,dominant_expiry_by_vol,dominant_expiry_by_oi,leap_oi_skews
2026-06-03,FNGR,0.9007,0.0,8824,49,8873,546,16.25,Bearish/Distribution,1,-0.30459888316717953,0.3773455654900648,0.4365301689882305,0,-0.023482153846153875,-0.024815897435897454,0.0,,0,0.0,0,0.0,1,Management Alignment,0.39,0,None,None,0.0
2026-06-03,PAYO,5.05,0.0,3428,3,3431,936,3.67,Bearish/Distribution,0,-0.08904618303191925,0.7519788138927342,0.7846219572857982,0,-0.040266666666666756,-0.04381196581196582,0.0,,0,0.0,1,0.0,1,Management Alignment,0.412,0,None,None,0.0
2026-06-03,ANGI,5.86,0.0,4692,23,4715,947,4.98,Bearish/Distribution,0,-0.4667562775520311,1.3003574604969608,1.4499354387947994,0,-0.3746393162393161,-0.3573435897435899,0.0,,0,0.0,1,0.0,1,Management Alignment,0.379,0,None,None,0.0
2026-06-03,CYRX,0.0,0.0,22287,9,22296,1387,16.07,Bullish Trend,0,0.6819143243036617,0.6732058540893239,0.735002805481566,0,0.16947521367521354,0.13545675213675187,0.0,None,0,-0.126,1,0.0,1,Management Alignment,0.412,0,,,
2026-06-03,RPRX,54.086,0.0,1982,1,1983,911,2.18,Bullish Trend,0,0.2986614124862386,1.3824319919778576,1.5065872213216556,0,0.6720512820512815,0.6448854700854701,0.0,,0,-13.67,1,0.0,1,Management Alignment,0.29,0,None,None,0.0
2026-06-03,WCN,150.89,0.0,1863,5,1868,438,4.26,Bearish/Distribution,0,-0.1050640775662535,0.7738041027586358,0.8549468057793496,0,-0.7716000000000011,-0.830153846153847,0.0,,0,7.121,1,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,ANVS,0.0,0.0,3024,19,3043,1473,2.07,Bearish/Distribution,0,-0.2885436295812021,1.17085842075513,1.3664739261697065,0,-0.08690311111111111,-0.07693986324786324,0.0,None,0,0.605,0,0.0,0,None,0.0,0,,,
2026-06-03,LEG,0.0,0.0,3053,5,3058,505,6.06,Bearish/Distribution,0,-0.0566764207608191,1.2509813308267352,1.608730621700486,0,-0.070748717948718,-0.07752478632478642,0.0,None,0,0.0,1,0.0,0,None,0.0,0,,,
2026-06-03,BEP,36.2155,0.0,4281,12,4293,197,21.79,Bullish Trend,0,0.22555270682040898,0.9140902633143153,0.9833898064747377,0,0.3904683760683754,0.3513367521367512,0.0,,0,0.0,0,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,SSTK,0.0,0.0,1153,4,1157,239,4.84,Bearish/Distribution,0,-0.29140554472544594,0.8099006424201612,0.9347722390479021,0,-0.1425538461538468,-0.14868717948717977,0.0,None,0,0.0,1,0.0,0,None,0.0,0,,,
2026-06-03,VBNK,20.07,0.0,5952,23,5975,3,1991.67,Bullish Trend,0,0.3968395374491499,1.216002377447457,1.5328575806588707,0,0.15347008547008528,0.12616752136752096,0.0,,0,0.0,0,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,KDK,6.89,0.0,11355,54,11409,2966,3.85,Error,False,0.0,0.0,0.0,0,0.0,0.0,0.0,,0,0.0,0,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,RNW,0.0,0.0,1648,10,1658,135,12.28,Bearish/Distribution,0,-0.010002930391326083,1.5497752022784905,1.5689719914108011,0,-0.008947008547008639,-0.01663247863247865,0.0,None,0,0.0,0,0.0,0,None,0.0,0,,,
2026-06-03,DRTS,10.5,0.0,11771,79,11850,1023,11.58,Bullish Trend,0,0.7685579482721876,1.5334605630331892,1.7340975659712234,0,0.19979548717948695,0.1690847521367519,0.0,,0,0.0,0,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,CRNT,3.14,0.0,5282,5,5287,462,11.44,Bullish Trend,0,0.33606057968491587,0.57366327488375,0.7611239005045026,0,0.029330769230769146,0.02183627350427346,0.0,,0,-0.016,1,0.0,0,None,0.0,0,None,None,0.0
2026-06-03,TBPH,0.0,0.0,1373,1,1374,8,171.75,Bearish/Distribution,0,-0.03458689475966244,1.5125354717043833,1.857940607086301,0,-0.16977094017094027,-0.12457435897435896,0.0,None,0,-0.063,1,0.0,0,None,0.0,0,,,
